,label,dice,prunning,cohort,subject_id
0,0.0,0.9608502906044971,prune_90,NC,sub-0064
1,1025.0,0.0001156737998843262,prune_90,NC,sub-0064
2,2.0,3.914154757850816e-06,prune_90,NC,sub-0064
3,1026.0,0.0003454231433506045,prune_90,NC,sub-0064
4,4.0,6.907985631389887e-05,prune_90,NC,sub-0064
5,1028.0,3.310600542938489e-05,prune_90,NC,sub-0064
6,1029.0,0.00011708230886313078,prune_90,NC,sub-0064
7,7.0,7.380073800738008e-05,prune_90,NC,sub-0064
8,8.0,1.9383225756430386e-05,prune_90,NC,sub-0064
9,3.0,0.02702702702702703,prune_90,NC,sub-0064
10,10.0,0.0002664535038635758,prune_90,NC,sub-0064
11,11.0,0.0004391743522178305,prune_90,NC,sub-0064
12,1030.0,5.6189245378434565e-05,prune_90,NC,sub-0064
13,13.0,0.0007524454477050414,prune_90,NC,sub-0064
14,14.0,0.0006711409395973154,prune_90,NC,sub-0064
15,15.0,0.00023110700254217703,prune_90,NC,sub-0064
16,16.0,4.727238347357474e-05,prune_90,NC,sub-0064
17,17.0,0.0002961208172934557,prune_90,NC,sub-0064
18,18.0,0.0006165228113440197,prune_90,NC,sub-0064
19,12.0,0.00023369946249123628,prune_90,NC,sub-0064
20,1035.0,0.00016863406408094435,prune_90,NC,sub-0064
21,24.0,0.00072992700729927,prune_90,NC,sub-0064
22,26.0,0.00819672131147541,prune_90,NC,sub-0064
23,5.0,0.000280662363177098,prune_90,NC,sub-0064
24,28.0,0.00035137034434293746,prune_90,NC,sub-0064
25,29.0,0.2,prune_90,NC,sub-0064
26,30.0,0.0196078431372549,prune_90,NC,sub-0064
27,31.0,0.004975124378109453,prune_90,NC,sub-0064
28,1024.0,7.832693663350827e-05,prune_90,NC,sub-0064
29,1019.0,0.00042444821731748726,prune_90,NC,sub-0064
30,41.0,4.084650292665193e-06,prune_90,NC,sub-0064
31,42.0,0.012048192771084338,prune_90,NC,sub-0064
32,43.0,5.141388174807198e-05,prune_90,NC,sub-0064
33,44.0,0.00028694404591104734,prune_90,NC,sub-0064
34,46.0,7.185972980741592e-05,prune_90,NC,sub-0064
35,47.0,1.9808648455915853e-05,prune_90,NC,sub-0064
36,1027.0,6.635700066357e-05,prune_90,NC,sub-0064
37,49.0,0.00021925016443762334,prune_90,NC,sub-0064
38,50.0,0.0005128205128205128,prune_90,NC,sub-0064
39,51.0,0.0002100840336134454,prune_90,NC,sub-0064
40,52.0,0.0006729475100942127,prune_90,NC,sub-0064
41,53.0,0.0002827254735651682,prune_90,NC,sub-0064
42,54.0,0.000544069640914037,prune_90,NC,sub-0064
43,1018.0,0.0002192982456140351,prune_90,NC,sub-0064
